ID,Name,Area
90,Queen Rania of Jordan,Jordan
91,Reese Witherspoon,USA
92,Michelle Williams,USA
93,Viola Davis,USA
94,Brie Larson,USA
95,Charlize Theron,South Africa
96,Kristen Stewart,USA
97,Julianne Moore,USA
98,Sandra Bullock,USA
99,Natalie Portman,USA
100,Halle Berry,USA
101,Maggie Smith,UK
102,Meryl Streep,USA
103,Amy Adams,USA
104,Kate Blanchett,Australia
105,Emma Thompson,UK
106,Julia Louis-Dreyfus,USA
107,Anna Kendrick,USA
108,Catherine Zeta-Jones,UK
109,Jennifer Lawrence,USA
110,Helena Bonham Carter,UK
111,Judi Dench,UK
112,Keira Knightley,UK
113,Emma Watson,UK
114,Carey Mulligan,UK
115,Naomie Harris,UK
116,Emily Blunt,UK
117,Gwyneth Paltrow,USA
118,Julia Roberts,USA
119,Viola Davis,USA
120,Cate Blanchett,Australia
121,Nicole Kidman,Australia
122,Charlize Theron,South Africa
123,Halle Berry,USA
124,Reese Witherspoon,USA
125,Sandra Bullock,USA
126,Emma Stone,USA
127,Jennifer Lawrence,USA
128,Angelina Jolie,USA
129,Anne Hathaway,USA
130,Kate Winslet,UK
131,Amy Adams,USA
132,Meryl Streep,USA
133,Jennifer Aniston,USA
134,Natalie Portman,USA
135,Jessica Chastain,USA
136,Julianne Moore,USA
137,Judi Dench,UK
138,Kate Beckinsale,UK
139,Rachel Weisz,UK
140,Kate Winslet,UK
141,Kristen Stewart,USA
142,Emma Watson,UK
143,Amy Adams,USA
144,Julia Roberts,USA
145,Charlize Theron,South Africa
146,Keira Knightley,UK
147,Nicole Kidman,Australia
148,Jennifer Lawrence,USA
149,Scarlett Johansson,USA
150,Cate Blanchett,Australia
151,Helen Mirren,UK
152,Meryl Streep,USA
153,Viola Davis,USA
154,Gwyneth Paltrow,USA
155,Judi Dench,UK
156,Anne Hathaway,USA
157,Angelina Jolie,USA
158,Halle Berry,USA
159,Natalie Portman,USA
160,Julianne Moore,USA
161,Jessica Chastain,USA
162,Jennifer Aniston,USA
163,Reese Witherspoon,USA
164,Naomi Watts,UK
165,Amy Adams,USA
166,Kate Winslet,UK
167,Emma Watson,UK
168,Julia Roberts,USA
169,Jennifer Lawrence,USA
170,Charlize Theron,South Africa
171,Meryl Streep,USA
172,Judi Dench,UK
173,Cate Blanchett,Australia
174,Nicole Kidman,Australia
175,Viola Davis,USA
176,Scarlett Johansson,USA
177,Helen Mirren,UK
178,Angelina Jolie,USA
179,Jessica Chastain,USA
180,Anne Hathaway,USA
181,Halle Berry,USA
182,Natalie Portman,USA
183,Jennifer Aniston,USA
184,Reese Witherspoon,USA
185,Jennifer Garner,USA
186,Naomi Watts,UK
187,Amy Adams,USA
188,Kate Winslet,UK
189,Emma Watson,UK
190,Julia Roberts,USA
191,Charlize Theron,South Africa
192,Jennifer Lawrence,USA
193,Meryl Streep,USA
194,Cate Blanchett,Australia
195,Judi Dench,UK
196,Nicole Kidman,Australia
197,Viola Davis,USA
198,Scarlett Johansson,USA
199,Helen Mirren,UK
200,Angelina Jolie,USA
201,Jessica Chastain,USA
202,Anne Hathaway,USA
203,Halle Berry,USA
204,Natalie Portman,USA
205,Jennifer Aniston,USA
206,Reese Witherspoon,USA
207,Jennifer Garner,USA
208,Naomi Watts,UK
209,Amy Adams,USA
210,Kate Winslet,UK
211,Emma Watson,UK
212,Julia Roberts,USA
213,Charlize Theron,South Africa
214,Jennifer Lawrence,USA
215,Meryl Streep,USA
216,Cate Blanchett,Australia
217,Judi Dench,UK
218,Nicole Kidman,Australia
219,Viola Davis,USA
220,Scarlett Johansson,USA
221,Helen Mirren,UK
222,Angelina Jolie,USA
223,Jessica Chastain,USA
224,Anne Hathaway,USA
225,Halle Berry,USA
226,Natalie Portman,USA
227,Jennifer Aniston,USA
228,Reese Witherspoon,USA
229,Jennifer Garner,USA
230,Naomi Watts,UK
231,Amy Adams,USA
232,Kate Winslet,UK
233,Emma Watson,UK
234,Julia Roberts,USA
235,Charlize Theron,South Africa
236,Jennifer Lawrence,USA
237,Meryl Streep,USA
238,Cate Blanchett,Australia
239,Judi Dench,UK
240,Nicole Kidman,Australia
241,Viola Davis,USA
242,Scarlett Johansson,USA
243,Helen Mirren,UK
244,Angelina Jolie,USA
245,Jessica Chastain,USA
246,Anne Hathaway,USA
247,Halle Berry,USA
248,Natalie Portman,USA
249,Jennifer Aniston,USA
250,Reese Witherspoon,USA
251,Jennifer Garner,USA
252,Naomi Watts,UK
253,Amy Adams,USA
254,Kate Winslet,UK
255,Emma Watson,UK
256,Julia Roberts,USA
257,Charlize Theron,South Africa
258,Jennifer Lawrence,USA
259,Meryl Streep,USA
260,Cate Blanchett,Australia
261,Judi Dench,UK
262,Nicole Kidman,Australia
263,Viola Davis,USA
264,Scarlett Johansson,USA
265,Helen Mirren,UK
266,Angelina Jolie,USA
267,Jessica Chastain,USA
268,Anne Hathaway,USA
269,Halle Berry,USA
270,Natalie Portman,USA
271,Jennifer Aniston,USA
272,Reese Witherspoon,USA
273,Jennifer Garner,USA
274,Naomi Watts,UK
275,Amy Adams,USA
276,Kate Winslet,UK
277,Emma Watson,UK
278,Julia Roberts,USA
279,Charlize Theron,South Africa
280,Jennifer Lawrence,USA
281,Meryl Streep,USA
282,Cate Blanchett,Australia
283,Judi Dench,UK
284,Nicole Kidman,Australia
285,Viola Davis,USA
286,Scarlett Johansson,USA
287,Helen Mirren,UK
288,Angelina Jolie,USA
289,Jessica Chastain,USA
290,Anne Hathaway,USA
291,Halle Berry,USA
292,Natalie Portman,USA
293,Jennifer Aniston,USA
294,Reese Witherspoon,USA
295,Jennifer Garner,USA
296,Naomi Watts,UK
297,Amy Adams,USA
298,Kate Winslet,UK
299,Emma Watson,UK
300,Julia Roberts,USA
301,Charlize Theron,South Africa
302,Jennifer Lawrence,USA
303,Meryl Streep,USA
304,Cate Blanchett,Australia
305,Judi Dench,UK
306,Nicole Kidman,Australia
307,Viola Davis,USA
308,Scarlett Johansson,USA
309,Helen Mirren,UK
310,Angelina Jolie,USA
311,Jessica Chastain,USA
312,Anne Hathaway,USA
313,Halle Berry,USA
314,Natalie Portman,USA
315,Jennifer Aniston,USA
316,Reese Witherspoon,USA
317,Jennifer Garner,USA
318,Naomi Watts,UK
319,Amy Adams,USA
320,Kate Winslet,UK
321,Emma Watson,UK
322,Julia Roberts,USA
323,Charlize Theron,South Africa
324,Jennifer Lawrence,USA
325,Meryl Streep,USA
326,Cate Blanchett,Australia
327,Judi Dench,UK
328,Nicole Kidman,Australia
329,Viola Davis,USA
330,Scarlett Johansson,USA
331,Helen Mirren,UK
332,Angelina Jolie,USA
333,Jessica Chastain,USA
334,Anne Hathaway,USA
335,Halle Berry,USA
336,Natalie Portman,USA
337,Jennifer Aniston,USA
338,Reese Witherspoon,USA
339,Jennifer Garner,USA
340,Naomi Watts,UK
341,Amy Adams,USA
342,Kate Winslet,UK
343,Emma Watson,UK
344,Julia Roberts,USA
345,Charlize Theron,South Africa
346,Jennifer Lawrence,USA
347,Meryl Streep,USA
348,Cate Blanchett,Australia
349,Judi Dench,UK
350,Nicole Kidman,Australia
351,Viola Davis,USA
352,Scarlett Johansson,USA
353,Helen Mirren,UK
354,Angelina Jolie,USA
355,Jessica Chastain,USA
356,Anne Hathaway,USA
357,Halle Berry,USA
358,Natalie Portman,USA
359,Jennifer Aniston,USA
360,Reese Witherspoon,USA
361,Jennifer Garner,USA
362,Naomi Watts,UK
363,Amy Adams,USA
364,Kate Winslet,UK
365,Emma Watson,UK
366,Julia Roberts,USA
367,Charlize Theron,South Africa
368,Jennifer Lawrence,USA
369,Meryl Streep,USA
370,Cate Blanchett,Australia
371,Judi Dench,UK
372,Nicole Kidman,Australia
373,Viola Davis,USA
374,Scarlett Johansson,USA
375,Helen Mirren,UK
376,Angelina Jolie,USA
377,Jessica Chastain,USA
378,Anne Hathaway,USA
379,Halle Berry,USA
380,Natalie Portman,USA
381,Jennifer Aniston,USA
382,Reese Witherspoon,USA
383,Jennifer Garner,USA
384,Naomi Watts,UK
385,Amy Adams,USA
386,Kate Winslet,UK
387,Emma Watson,UK
388,Julia Roberts,USA
389,Charlize Theron,South Africa
390,Jennifer Lawrence,USA
391,Meryl Streep,USA
392,Cate Blanchett,Australia
393,Judi Dench,UK
394,Nicole Kidman,Australia
395,Viola Davis,USA
396,Scarlett Johansson,USA
397,Helen Mirren,UK
398,Angelina Jolie,USA
399,Jessica Chastain,USA
400,Anne Hathaway,USA
401,Halle Berry,USA
402,Natalie Portman,USA
403,Jennifer Aniston,USA
404,Reese Witherspoon,USA
405,Jennifer Garner,USA
406,Naomi Watts,UK
407,Amy Adams,USA
408,Kate Winslet,UK
409,Emma Watson,UK
410,Julia Roberts,USA
411,Charlize Theron,South Africa
412,Jennifer Lawrence,USA
413,Meryl Streep,USA
414,Cate Blanchett,Australia
415,Judi Dench,UK
416,Nicole Kidman,Australia
417,Viola Davis,USA
418,Scarlett Johansson,USA
419,Helen Mirren,UK
420,Angelina Jolie,USA
421,Jessica Chastain,USA
422,Anne Hathaway,USA
423,Halle Berry,USA
424,Natalie Portman,USA
425,Jennifer Aniston,USA
426,Reese Witherspoon,USA
427,Jennifer Garner,USA
428,Naomi Watts,UK
429,Amy Adams,USA
430,Kate Winslet,UK
431,Emma Watson,UK
432,Julia Roberts,USA
433,Charlize Theron,South Africa
434,Jennifer Lawrence,USA
435,Meryl Streep,USA
436,Cate Blanchett,Australia
437,Judi Dench,UK
438,Nicole Kidman,Australia
439,Viola Davis,USA
440,Scarlett Johansson,USA
441,Helen Mirren,UK
442,Angelina Jolie,USA
443,Jessica Chastain,USA
444,Anne Hathaway,USA
445,Halle Berry,USA
446,Natalie Portman,USA
447,Jennifer Aniston,USA
448,Reese Witherspoon,USA
449,Jennifer Garner,USA
450,Naomi Watts,UK
451,Amy Adams,USA
452,Kate Winslet,UK
453,Emma Watson,UK
454,Julia Roberts,USA
455,Charlize Theron,South Africa
456,Jennifer Lawrence,USA
457,Meryl Streep,USA
458,Cate Blanchett,Australia
459,Judi Dench,UK
460,Nicole Kidman,Australia
461,Viola Davis,USA
462,Scarlett Johansson,USA
463,Helen Mirren,UK
464,Angelina Jolie,USA
465,Jessica Chastain,USA
466,Anne Hathaway,USA
467,Halle Berry,USA
468,Natalie Portman,USA
469,Jennifer Aniston,USA
470,Reese Witherspoon,USA
471,Jennifer Garner,USA
472,Naomi Watts,UK
473,Amy Adams,USA
474,Kate Winslet,UK
475,Emma Watson,UK
476,Julia Roberts,USA
477,Charlize Theron,South Africa
478,Jennifer Lawrence,USA
479,Meryl Streep,USA
480,Cate Blanchett,Australia
481,Judi Dench,UK
482,Nicole Kidman,Australia
483,Viola Davis,USA
484,Scarlett Johansson,USA
485,Helen Mirren,UK
486,Angelina Jolie,USA
487,Jessica Chastain,USA
488,Anne Hathaway,USA
489,Halle Berry,USA
490,Natalie Portman,USA
491,Jennifer Aniston,USA
492,Reese Witherspoon,USA
493,Jennifer Garner,USA
494,Naomi Watts,UK
495,Amy Adams,USA
496,Kate Winslet,UK
497,Emma Watson,UK
498,Julia Roberts,USA
499,Charlize Theron,South Africa
500,Jennifer Lawrence,USA
1,Elon Musk,USA
2,Barack Obama,USA
3,Jeff Bezos,USA
4,Bill Gates,USA
5,Steve Jobs,USA
6,Mark Zuckerberg,USA
7,Warren Buffett,USA
8,Jack Ma,China
9,Richard Branson,UK
10,Larry Page,USA
11,Sergey Brin,USA
12,Bernie Sanders,USA
13,Joe Biden,USA
14,Bill Clinton,USA
15,George W. Bush,USA
16,Bill Gates,USA
17,Warren Buffett,USA
18,Elon Musk,USA
19,Jeff Bezos,USA
20,Jack Ma,China
21,Larry Page,USA
22,Sergey Brin,USA
23,Mark Zuckerberg,USA
24,Richard Branson,UK
25,Bernie Sanders,USA
26,Joe Biden,USA
27,Bill Clinton,USA
28,George W. Bush,USA
29,Donald Trump,USA
30,Barack Obama,USA
31,Elon Musk,USA
32,Jeff Bezos,USA
33,Bill Gates,USA
34,Warren Buffett,USA
35,Jack Ma,China
36,Larry Page,USA
37,Sergey Brin,USA
38,Mark Zuckerberg,USA
39,Richard Branson,UK
40,Bernie Sanders,USA
41,Joe Biden,USA
42,Bill Clinton,USA
43,George W. Bush,USA
44,Donald Trump,USA
45,Barack Obama,USA
46,Elon Musk,USA
47,Jeff Bezos,USA
48,Bill Gates,USA
49,Warren Buffett,USA
50,Jack Ma,China
51,Larry Page,USA
52,Sergey Brin,USA
53,Mark Zuckerberg,USA
54,Richard Branson,UK
55,Bernie Sanders,USA
56,Joe Biden,USA
57,Bill Clinton,USA
58,George W. Bush,USA
59,Donald Trump,USA
60,Barack Obama,USA
61,Elon Musk,USA
62,Jeff Bezos,USA
63,Bill Gates,USA
64,Warren Buffett,USA
65,Jack Ma,China
66,Larry Page,USA
67,Sergey Brin,USA
68,Mark Zuckerberg,USA
69,Richard Branson,UK
70,Bernie Sanders,USA
71,Joe Biden,USA
72,Bill Clinton,USA
73,George W. Bush,USA
74,Donald Trump,USA
75,Barack Obama,USA
76,Elon Musk,USA
77,Jeff Bezos,USA
78,Bill Gates,USA
79,Warren Buffett,USA
80,Jack Ma,China
81,Larry Page,USA
82,Sergey Brin,USA
83,Mark Zuckerberg,USA
84,Richard Branson,UK
85,Bernie Sanders,USA
86,Joe Biden,USA
87,Bill Clinton,USA
88,George W. Bush,USA
89,Donald Trump,USA
90,Barack Obama,USA
91,Elon Musk,USA
92,Jeff Bezos,USA
93,Bill Gates,USA
94,Warren Buffett,USA
95,Jack Ma,China
96,Larry Page,USA
97,Sergey Brin,USA
98,Mark Zuckerberg,USA
99,Richard Branson,UK
100,Bernie Sanders,USA
101,Joe Biden,USA
102,Bill Clinton,USA
103,George W. Bush,USA
104,Donald Trump,USA
105,Barack Obama,USA
106,Elon Musk,USA
107,Jeff Bezos,USA
108,Bill Gates,USA
109,Warren Buffett,USA
110,Jack Ma,China
111,Larry Page,USA
112,Sergey Brin,USA
113,Mark Zuckerberg,USA
114,Richard Branson,UK
115,Bernie Sanders,USA
116,Joe Biden,USA
117,Bill Clinton,USA
118,George W. Bush,USA
119,Donald Trump,USA
120,Barack Obama,USA
121,Elon Musk,USA
122,Jeff Bezos,USA
123,Bill Gates,USA
124,Warren Buffett,USA
125,Jack Ma,China
126,Larry Page,USA
127,Sergey Brin,USA
128,Mark Zuckerberg,USA
129,Richard Branson,UK
130,Bernie Sanders,USA
131,Joe Biden,USA
132,Bill Clinton,USA
133,George W. Bush,USA
134,Donald Trump,USA
135,Barack Obama,USA
136,Elon Musk,USA
137,Jeff Bezos,USA
138,Bill Gates,USA
139,Warren Buffett,USA
140,Jack Ma,China
141,Larry Page,USA
142,Sergey Brin,USA
143,Mark Zuckerberg,USA
144,Richard Branson,UK
145,Bernie Sanders,USA
146,Joe Biden,USA
147,Bill Clinton,USA
148,George W. Bush,USA
149,Donald Trump,USA
150,Barack Obama,USA
151,Elon Musk,USA
152,Jeff Bezos,USA
153,Bill Gates,USA
154,Warren Buffett,USA
155,Jack Ma,China
156,Larry Page,USA
157,Sergey Brin,USA
158,Mark Zuckerberg,USA
159,Richard Branson,UK
160,Bernie Sanders,USA
161,Joe Biden,USA
162,Bill Clinton,USA
163,George W. Bush,USA
164,Donald Trump,USA
165,Barack Obama,USA
166,Elon Musk,USA
167,Jeff Bezos,USA
168,Bill Gates,USA
169,Warren Buffett,USA
170,Jack Ma,China
171,Larry Page,USA
172,Sergey Brin,USA
173,Mark Zuckerberg,USA
174,Richard Branson,UK
175,Bernie Sanders,USA
176,Joe Biden,USA
177,Bill Clinton,USA
178,George W. Bush,USA
179,Donald Trump,USA
180,Barack Obama,USA
181,Elon Musk,USA
182,Jeff Bezos,USA
183,Bill Gates,USA
184,Warren Buffett,USA
185,Jack Ma,China
186,Larry Page,USA
187,Sergey Brin,USA
188,Mark Zuckerberg,USA
189,Richard Branson,UK
190,Bernie Sanders,USA
191,Joe Biden,USA
192,Bill Clinton,USA
193,George W. Bush,USA
194,Donald Trump,USA
195,Barack Obama,USA
196,Elon Musk,USA
197,Jeff Bezos,USA
198,Bill Gates,USA
199,Warren Buffett,USA
200,Jack Ma,China
201,Larry Page,USA
202,Sergey Brin,USA
203,Mark Zuckerberg,USA
204,Richard Branson,UK
205,Bernie Sanders,USA
206,Joe Biden,USA
207,Bill Clinton,USA
208,George W. Bush,USA
209,Donald Trump,USA
210,Barack Obama,USA
211,Elon Musk,USA
212,Jeff Bezos,USA
213,Bill Gates,USA
214,Warren Buffett,USA
215,Jack Ma,China
216,Larry Page,USA
217,Sergey Brin,USA
218,Mark Zuckerberg,USA
219,Richard Branson,UK
220,Bernie Sanders,USA
221,Joe Biden,USA
222,Bill Clinton,USA
223,George W. Bush,USA
224,Donald Trump,USA
225,Barack Obama,USA
226,Elon Musk,USA
227,Jeff Bezos,USA
228,Bill Gates,USA
229,Warren Buffett,USA
230,Jack Ma,China
231,Larry Page,USA
232,Sergey Brin,USA
233,Mark Zuckerberg,USA
234,Richard Branson,UK
235,Bernie Sanders,USA
236,Joe Biden,USA
237,Bill Clinton,USA
238,George W. Bush,USA
239,Donald Trump,USA
240,Barack Obama,USA
241,Elon Musk,USA
242,Jeff Bezos,USA
243,Bill Gates,USA
244,Warren Buffett,USA
245,Jack Ma,China
246,Larry Page,USA
247,Sergey Brin,USA
248,Mark Zuckerberg,USA
249,Richard Branson,UK
250,Bernie Sanders,USA
251,Joe Biden,USA
252,Bill Clinton,USA
253,George W. Bush,USA
254,Donald Trump,USA
255,Barack Obama,USA
256,Elon Musk,USA
257,Jeff Bezos,USA
258,Bill Gates,USA
259,Warren Buffett,USA
260,Jack Ma,China
261,Larry Page,USA
262,Sergey Brin,USA
263,Mark Zuckerberg,USA
264,Richard Branson,UK
265,Bernie Sanders,USA
266,Joe Biden,USA
267,Bill Clinton,USA
268,George W. Bush,USA
269,Donald Trump,USA
270,Barack Obama,USA
271,Elon Musk,USA
272,Jeff Bezos,USA
273,Bill Gates,USA
274,Warren Buffett,USA
275,Jack Ma,China
276,Larry Page,USA
277,Sergey Brin,USA
278,Mark Zuckerberg,USA
279,Richard Branson,UK
280,Bernie Sanders,USA
281,Joe Biden,USA
282,Bill Clinton,USA
283,George W. Bush,USA
284,Donald Trump,USA
285,Barack Obama,USA
286,Elon Musk,USA
287,Jeff Bezos,USA
288,Bill Gates,USA
289,Warren Buffett,USA
290,Jack Ma,China
291,Larry Page,USA
292,Sergey Brin,USA
293,Mark Zuckerberg,USA
294,Richard Branson,UK
295,Bernie Sanders,USA
296,Joe Biden,USA
297,Bill Clinton,USA
298,George W. Bush,USA
299,Donald Trump,USA
300,Barack Obama,USA
301,Elon Musk,USA
302,Jeff Bezos,USA
303,Bill Gates,USA
304,Warren Buffett,USA
305,Jack Ma,China
306,Larry Page,USA
307,Sergey Brin,USA
308,Mark Zuckerberg,USA
309,Richard Branson,UK
310,Bernie Sanders,USA
311,Joe Biden,USA
312,Bill Clinton,USA
313,George W. Bush,USA
314,Donald Trump,USA
315,Barack Obama,USA
316,Elon Musk,USA
317,Jeff Bezos,USA
318,Bill Gates,USA
319,Warren Buffett,USA
320,Jack Ma,China
321,Larry Page,USA
322,Sergey Brin,USA
323,Mark Zuckerberg,USA
324,Richard Branson,UK
325,Bernie Sanders,USA
326,Joe Biden,USA
327,Bill Clinton,USA
328,George W. Bush,USA
329,Donald Trump,USA
330,Barack Obama,USA
331,Elon Musk,USA
332,Jeff Bezos,USA
333,Bill Gates,USA
334,Warren Buffett,USA
335,Jack Ma,China
336,Larry Page,USA
337,Sergey Brin,USA
338,Mark Zuckerberg,USA
339,Richard Branson,UK
340,Bernie Sanders,USA
341,Joe Biden,USA
342,Bill Clinton,USA
343,George W. Bush,USA
344,Donald Trump,USA
345,Barack Obama,USA
346,Elon Musk,USA
347,Jeff Bezos,USA
348,Bill Gates,USA
349,Warren Buffett,USA
350,Jack Ma,China
351,Larry Page,USA
352,Sergey Brin,USA
353,Mark Zuckerberg,USA
354,Richard Branson,UK
355,Bernie Sanders,USA
356,Joe Biden,USA
357,Bill Clinton,USA
358,George W. Bush,USA
359,Donald Trump,USA
360,Barack Obama,USA
361,Elon Musk,USA
362,Jeff Bezos,USA
363,Bill Gates,USA
364,Warren Buffett,USA
365,Jack Ma,China
366,Larry Page,USA
367,Sergey Brin,USA
368,Mark Zuckerberg,USA
369,Richard Branson,UK
370,Bernie Sanders,USA
371,Joe Biden,USA
372,Bill Clinton,USA
373,George W. Bush,USA
374,Donald Trump,USA
375,Barack Obama,USA
376,Elon Musk,USA
377,Jeff Bezos,USA
378,Bill Gates,USA
379,Warren Buffett,USA
380,Jack Ma,China
381,Larry Page,USA
382,Sergey Brin,USA
383,Mark Zuckerberg,USA
384,Richard Branson,UK
385,Bernie Sanders,USA
386,Joe Biden,USA
387,Bill Clinton,USA
388,George W. Bush,USA
389,Donald Trump,USA
390,Barack Obama,USA
391,Elon Musk,USA
392,Jeff Bezos,USA
393,Bill Gates,USA
394,Warren Buffett,USA
395,Jack Ma,China
396,Larry Page,USA
397,Sergey Brin,USA
398,Mark Zuckerberg,USA
399,Richard Branson,UK
400,Bernie Sanders,USA
401,Joe Biden,USA
402,Bill Clinton,USA
403,George W. Bush,USA
404,Donald Trump,USA
405,Barack Obama,USA
406,Elon Musk,USA
407,Jeff Bezos,USA
408,Bill Gates,USA
409,Warren Buffett,USA
410,Jack Ma,China
411,Larry Page,USA
412,Sergey Brin,USA
413,Mark Zuckerberg,USA
414,Richard Branson,UK
415,Bernie Sanders,USA
416,Joe Biden,USA
417,Bill Clinton,USA
418,George W. Bush,USA
419,Donald Trump,USA
420,Barack Obama,USA
421,Elon Musk,USA
422,Jeff Bezos,USA
423,Bill Gates,USA
424,Warren Buffett,USA
425,Jack Ma,China
426,Larry Page,USA
427,Sergey Brin,USA
428,Mark Zuckerberg,USA
429,Richard Branson,UK
430,Bernie Sanders,USA
431,Joe Biden,USA
432,Bill Clinton,USA
433,George W. Bush,USA
434,Donald Trump,USA
435,Barack Obama,USA
436,Elon Musk,USA
437,Jeff Bezos,USA
438,Bill Gates,USA
439,Warren Buffett,USA
440,Jack Ma,China
441,Larry Page,USA
442,Sergey Brin,USA
443,Mark Zuckerberg,USA
444,Richard Branson,UK
445,Bernie Sanders,USA
446,Joe Biden,USA
447,Bill Clinton,USA
448,George W. Bush,USA
449,Donald Trump,USA
450,Barack Obama,USA
451,Elon Musk,USA
452,Jeff Bezos,USA
453,Bill Gates,USA
454,Warren Buffett,USA
455,Jack Ma,China
456,Larry Page,USA
457,Sergey Brin,USA
458,Mark Zuckerberg,USA
459,Richard Branson,UK
460,Bernie Sanders,USA
461,Joe Biden,USA
462,Bill Clinton,USA
463,George W. Bush,USA
464,Donald Trump,USA
465,Barack Obama,USA
466,Elon Musk,USA
467,Jeff Bezos,USA
468,Bill Gates,USA
469,Warren Buffett,USA
470,Jack Ma,China
471,Larry Page,USA
472,Sergey Brin,USA
473,Mark Zuckerberg,USA
474,Richard Branson,UK
475,Bernie Sanders,USA
476,Joe Biden,USA
477,Bill Clinton,USA
478,George W. Bush,USA
479,Donald Trump,USA
480,Barack Obama,USA
481,Elon Musk,USA
482,Jeff Bezos,USA
483,Bill Gates,USA
484,Warren Buffett,USA
485,Jack Ma,China
486,Larry Page,USA
487,Sergey Brin,USA
488,Mark Zuckerberg,USA
489,Richard Branson,UK
490,Bernie Sanders,USA
491,Joe Biden,USA
492,Bill Clinton,USA
493,George W. Bush,USA
494,Donald Trump,USA
495,Barack Obama,USA
496,Elon Musk,USA
497,Jeff Bezos,USA
498,Bill Gates,USA
499,Warren Buffett,USA
500,Jack Ma,China


